Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191 49710   4208830.040   2334850.529   4171267.368     11.867   2.282   0.156   2.438  15.304
2017 191 49740   4208830.040   2334850.529   4171267.368     11.795   2.282   0.156   2.438  15.307
2017 191 49770   4208830.040   2334850.529   4171267.368     11.191   2.282   0.155   2.438  15.311
2017 191 49800   4208830.040   2334850.529   4171267.368     11.368   2.282   0.155   2.438  15.313
2017 191 49830   4208830.040   2334850.529   4171267.368     11.234   2.282   0.155   2.437  15.318
2017 191 49860   4208830.040   2334850.529   4171267.368     10.472   2.282   0.155   2.437  15.327
2017 191 49890   4208830.040   2334850.529   4171267.368     10.630   2.282   0.155   2.437  15.336
2017 191 49920   4208830.040   2334850.529   4171267.368     10.990   2.282   0.155   2.437  15.338
2017 191 49950   4208830.040   2334850.529   4171267.368     11.129   2.282   0.155   2.437  15.342
2017 191 49980   4208830.040   2334850.529   4171267.368     11.505   2.282   0.155   2.438  15.345
2017 191 50010   4208830.040   2334850.529   4171267.368     11.436   2.282   0.156   2.438  15.348
2017 191 50040   4208830.040   2334850.529   4171267.368     11.479   2.282   0.156   2.438  15.351
2017 191 50070   4208830.041   2334850.529   4171267.368     11.190   2.282   0.156   2.438  15.357
2017 191 50100   4208830.041   2334850.529   4171267.368     11.054   2.282   0.156   2.438  15.364
2017 191 50130   4208830.041   2334850.529   4171267.368     10.985   2.282   0.156   2.438  15.370
2017 191 50160   4208830.041   2334850.529   4171267.368     11.545   2.282   0.156   2.438  15.375
2017 191 50190   4208830.041   2334850.529   4171267.368     11.577   2.282   0.155   2.438  15.383
2017 191 50220   4208830.041   2334850.529   4171267.368     11.573   2.282   0.155   2.438  15.388
2017 191 50250   4208830.041   2334850.529   4171267.368     11.069   2.282   0.155   2.438  15.394
2017 191 50280   4208830.041   2334850.529   4171267.368     11.187   2.282   0.155   2.437  15.402
2017 191 50310   4208830.041   2334850.529   4171267.368     11.039   2.282   0.155   2.437  15.408
2017 191 50340   4208830.041   2334850.529   4171267.368     11.359   2.282   0.154   2.437  15.414
2017 191 50370   4208830.040   2334850.529   4171267.368     11.429   2.282   0.153   2.436  15.420
2017 191 50400   4208830.040   2334850.529   4171267.368     11.139   2.282   0.153   2.435  15.427
2017 191 50430   4208830.040   2334850.529   4171267.368     10.952   2.282   0.152   2.434  15.434
2017 191 50460   4208830.040   2334850.529   4171267.368     12.067   2.282   0.152   2.434  15.439
2017 191 50490   4208830.040   2334850.529   4171267.368     12.043   2.282   0.151   2.433  15.444
2017 191 50520   4208830.040   2334850.529   4171267.368     11.687   2.282   0.151   2.433  15.449
2017 191 50550   4208830.040   2334850.529   4171267.368     11.815   2.282   0.151   2.434  15.451
2017 191 50580   4208830.040   2334850.529   4171267.368     11.753   2.282   0.151   2.434  15.451
2017 191 50610   4208830.040   2334850.529   4171267.368     11.473   2.282   0.151   2.434  15.454
2017 191 50640   4208830.040   2334850.529   4171267.368     11.239   2.282   0.152   2.434  15.456
2017 191 50670   4208830.040   2334850.529   4171267.368     11.015   2.282   0.152   2.434  15.459
2017 191 50700   4208830.040   2334850.529   4171267.368     11.074   2.282   0.151   2.434  15.463
2017 191 50730   4208830.040   2334850.529   4171267.368     11.369   2.282   0.151   2.434  15.466
2017 191 50760   4208830.040   2334850.529   4171267.368     11.426   2.282   0.152   2.434  15.468
2017 191 50790   4208830.040   2334850.530   4171267.368     11.461   2.282   0.152   2.435  15.471
2017 191 50820   4208830.040   2334850.530   4171267.368     11.478   2.282   0.152   2.435  15.474
2017 191 50850   4208830.041   2334850.530   4171267.368     11.130   2.282   0.152   2.435  15.478
2017 191 50880   4208830.041   2334850.529   4171267.368     11.016   2.282   0.152   2.434  15.482
2017 191 50910   4208830.041   2334850.530   4171267.368     11.218   2.282   0.152   2.434  15.487
2017 191 50940   4208830.041   2334850.529   4171267.368     11.057   2.282   0.151   2.434  15.491
2017 191 50970   4208830.041   2334850.529   4171267.368     11.208   2.282   0.151   2.434  15.495
2017 191 51000   4208830.041   2334850.529   4171267.368     11.012   2.282   0.151   2.434  15.500
2017 191 51030   4208830.041   2334850.529   4171267.368     11.449   2.282   0.151   2.434  15.503
2017 191 51060   4208830.041   2334850.529   4171267.368     11.285   2.282   0.151   2.433  15.509
2017 191 51090   4208830.041   2334850.529   4171267.368     11.488   2.282   0.151   2.433  15.514
2017 191 51120   4208830.041   2334850.529   4171267.368     11.172   2.282   0.150   2.432  15.522
2017 191 51150   4208830.041   2334850.529   4171267.368     11.080   2.282   0.150   2.432  15.526
2017 191 51180   4208830.041   2334850.529   4171267.368     11.281   2.282   0.150   2.432  15.531
2017 191 51210   4208830.041   2334850.529   4171267.368     11.032   2.282   0.149   2.432  15.535
2017 191 51240   4208830.041   2334850.529   4171267.368     11.055   2.282   0.149   2.432  15.539
2017 191 51270   4208830.041   2334850.529   4171267.368     11.211   2.282   0.149   2.432  15.543
2017 191 51300   4208830.041   2334850.529   4171267.368     10.912   2.282   0.149   2.432  15.546
2017 191 51330   4208830.041   2334850.529   4171267.368     10.784   2.282   0.149   2.431  15.550
2017 191 51360   4208830.041   2334850.529   4171267.368     10.915   2.282   0.149   2.431  15.555
2017 191 51390   4208830.040   2334850.529   4171267.368     10.790   2.282   0.149   2.431  15.559
2017 191 51420   4208830.041   2334850.529   4171267.368     11.127   2.282   0.149   2.432  15.563
2017 191 51450   4208830.040   2334850.529   4171267.368     11.322   2.282   0.149   2.432  15.567
2017 191 51480   4208830.040   2334850.529   4171267.368     11.081   2.282   0.149   2.432  15.571
2017 191 51510   4208830.040   2334850.529   4171267.368     11.331   2.282   0.149   2.432  15.575
2017 191 51540   4208830.040   2334850.529   4171267.368     10.890   2.282   0.149   2.432  15.580
2017 191 51570   4208830.040   2334850.529   4171267.368     10.826   2.282   0.149   2.432  15.584
2017 191 51600   4208830.040   2334850.529   4171267.368     10.443   2.282   0.149   2.432  15.589
2017 191 51630   4208830.040   2334850.529   4171267.368     10.811   2.282   0.149   2.432  15.594
2017 191 51660   4208830.040   2334850.529   4171267.368     10.795   2.282   0.149   2.431  15.598
2017 191 51690   4208830.040   2334850.529   4171267.368     10.744   2.282   0.149   2.431  15.602
2017 191 51720   4208830.040   2334850.529   4171267.368     10.650   2.282   0.149   2.431  15.606
2017 191 51750   4208830.040   2334850.529   4171267.368     10.620   2.282   0.149   2.431  15.609
2017 191 51780   4208830.040   2334850.529   4171267.368     10.522   2.282   0.148   2.431  15.612
2017 191 51810   4208830.041   2334850.529   4171267.368     10.833   2.282   0.148   2.430  15.609
2017 191 51840   4208830.041   2334850.529   4171267.368     10.982   2.282   0.147   2.429  15.607
2017 191 51870   4208830.041   2334850.529   4171267.368     11.127   2.282   0.146   2.428  15.605
2017 191 51900   4208830.041   2334850.529   4171267.368     11.008   2.282   0.146   2.428  15.602
2017 191 51930   4208830.041   2334850.529   4171267.368     10.841   2.282   0.145   2.428  15.601
2017 191 51960   4208830.041   2334850.529   4171267.368     10.657   2.282   0.145   2.428  15.604
2017 191 51990   4208830.041   2334850.529   4171267.368     10.503   2.282   0.145   2.428  15.608
2017 191 52020   4208830.041   2334850.529   4171267.368     10.666   2.282   0.145   2.427  15.606
2017 191 52050   4208830.041   2334850.529   4171267.368     11.101   2.282   0.144   2.426  15.609
2017 191 52080   4208830.041   2334850.529   4171267.368     11.486   2.282   0.143   2.426  15.614
2017 191 52110   4208830.041   2334850.529   4171267.368     11.423   2.282   0.143   2.425  15.618
2017 191 52140   4208830.041   2334850.529   4171267.368     11.390   2.282   0.143   2.425  15.623
2017 191 52170   4208830.041   2334850.529   4171267.368     10.884   2.282   0.142   2.425  15.628
2017 191 52200   4208830.041   2334850.529   4171267.368     10.659   2.282   0.143   2.425  15.637
2017 191 52230   4208830.041   2334850.529   4171267.368     10.948   2.282   0.142   2.425  15.644
2017 191 52260   4208830.041   2334850.529   4171267.368     12.758   2.282   0.142   2.424  15.647
2017 191 52290   4208830.041   2334850.529   4171267.368     10.889   2.282   0.142   2.424  15.649
2017 191 52320   4208830.041   2334850.529   4171267.368     11.054   2.282   0.141   2.424  15.653
2017 191 52350   4208830.041   2334850.529   4171267.368     10.942   2.282   0.141   2.424  15.658
2017 191 52380   4208830.041   2334850.529   4171267.368     11.214   2.282   0.141   2.424  15.662
2017 191 52410   4208830.041   2334850.529   4171267.368     11.217   2.282   0.142   2.424  15.663
2017 191 52440   4208830.041   2334850.529   4171267.368     10.899   2.282   0.141   2.424  15.664
2017 191 52470   4208830.041   2334850.529   4171267.368     10.828   2.282   0.142   2.424  15.669
2017 191 52500   4208830.041   2334850.529   4171267.368     11.135   2.282   0.141   2.424  15.671
2017 191 52530   4208830.041   2334850.529   4171267.368     11.215   2.282   0.141   2.423  15.674
2017 191 52560   4208830.041   2334850.529   4171267.368     11.341   2.282   0.141   2.423  15.678
2017 191 52590   4208830.041   2334850.529   4171267.368     11.362   2.282   0.140   2.423  15.686
2017 191 52620   4208830.041   2334850.529   4171267.368     11.050   2.282   0.140   2.423  15.693
2017 191 52650   4208830.041   2334850.529   4171267.368     10.662   2.282   0.141   2.423  15.703
2017 191 52680   4208830.041   2334850.529   4171267.368     10.624   2.282   0.141   2.423  15.707
2017 191 52710   4208830.041   2334850.529   4171267.368     10.318   2.282   0.141   2.423  15.713
2017 191 52740   4208830.041   2334850.529   4171267.368     10.696   2.282   0.141   2.424  15.717
2017 191 52770   4208830.041   2334850.529   4171267.368     10.666   2.282   0.142   2.424  15.720
2017 191 52800   4208830.041   2334850.529   4171267.368     10.819   2.282   0.142   2.424  15.726
2017 191 52830   4208830.041   2334850.529   4171267.368     10.982   2.282   0.142   2.425  15.729
2017 191 52860   4208830.041   2334850.529   4171267.368     11.019   2.282   0.143   2.425  15.730
2017 191 52890   4208830.041   2334850.529   4171267.368     10.810   2.282   0.143   2.426  15.731
2017 191 52920   4208830.041   2334850.529   4171267.368     10.558   2.282   0.143   2.426  15.732
2017 191 52950   4208830.041   2334850.529   4171267.368     10.498   2.282   0.143   2.426  15.734
2017 191 52980   4208830.041   2334850.529   4171267.368     10.709   2.282   0.143   2.425  15.737
2017 191 53010   4208830.041   2334850.529   4171267.368     10.482   2.282   0.143   2.425  15.742
2017 191 53040   4208830.041   2334850.529   4171267.368     10.524   2.282   0.143   2.425  15.746
2017 191 53070   4208830.041   2334850.529   4171267.368     10.733   2.282   0.142   2.424  15.749
2017 191 53100   4208830.041   2334850.529   4171267.368     10.541   2.282   0.142   2.424  15.752
2017 191 53130   4208830.041   2334850.529   4171267.368     10.571   2.282   0.141   2.423  15.755
2017 191 53160   4208830.041   2334850.529   4171267.368     10.580   2.282   0.141   2.423  15.758
2017 191 53190   4208830.041   2334850.529   4171267.368     10.469   2.282   0.141   2.423  15.761
2017 191 53220   4208830.041   2334850.529   4171267.368     10.564   2.282   0.141   2.423  15.766
2017 191 53250   4208830.041   2334850.529   4171267.368     10.395   2.282   0.141   2.423  15.772
2017 191 53280   4208830.041   2334850.529   4171267.368     10.557   2.282   0.141   2.423  15.775
2017 191 53310   4208830.041   2334850.529   4171267.368     10.152   2.282   0.141   2.423  15.778
2017 191 53340   4208830.041   2334850.529   4171267.368     10.323   2.282   0.140   2.423  15.783
2017 191 53370   4208830.041   2334850.529   4171267.368     10.329   2.282   0.140   2.423  15.790
2017 191 53400   4208830.041   2334850.529   4171267.368     10.049   2.282   0.140   2.423  15.799
2017 191 53430   4208830.041   2334850.529   4171267.368     10.208   2.282   0.140   2.423  15.805
2017 191 53460   4208830.041   2334850.529   4171267.368     10.182   2.282   0.140   2.422  15.808
2017 191 53490   4208830.041   2334850.529   4171267.368     10.165   2.282   0.140   2.422  15.810
2017 191 53520   4208830.041   2334850.529   4171267.368     10.165   2.282   0.140   2.422  15.813
2017 191 53550   4208830.041   2334850.529   4171267.368     10.242   2.282   0.140   2.422  15.816
2017 191 53580   4208830.041   2334850.529   4171267.368     10.634   2.282   0.140   2.422  15.818
2017 191 53610   4208830.040   2334850.529   4171267.368     10.941   2.282   0.140   2.422  15.820
2017 191 53640   4208830.040   2334850.529   4171267.368     11.023   2.282   0.140   2.422  15.822
2017 191 53670   4208830.040   2334850.529   4171267.368     10.606   2.282   0.140   2.422  15.825
2017 191 53700   4208830.040   2334850.529   4171267.368     10.524   2.282   0.139   2.422  15.827
2017 191 53730   4208830.040   2334850.529   4171267.368     10.265   2.282   0.139   2.422  15.829
2017 191 53760   4208830.040   2334850.529   4171267.368     10.052   2.282   0.139   2.422  15.829
2017 191 53790   4208830.040   2334850.529   4171267.368      9.935   2.282   0.140   2.422  15.829
2017 191 53820   4208830.041   2334850.529   4171267.368      9.820   2.282   0.140   2.422  15.828
2017 191 53850   4208830.041   2334850.529   4171267.368     10.112   2.282   0.140   2.422  15.836
2017 191 53880   4208830.041   2334850.529   4171267.368      9.819   2.282   0.139   2.422  15.840
2017 191 53910   4208830.041   2334850.529   4171267.368      9.917   2.282   0.139   2.422  15.846
2017 191 53940   4208830.041   2334850.529   4171267.368     10.060   2.282   0.140   2.422  15.852
2017 191 53970   4208830.041   2334850.529   4171267.368     10.273   2.282   0.139   2.422  15.857
2017 191 54000   4208830.041   2334850.529   4171267.368     10.287   2.282   0.139   2.422  15.864
2017 191 54030   4208830.041   2334850.529   4171267.368     10.120   2.282   0.139   2.422  15.873
2017 191 54060   4208830.041   2334850.529   4171267.368     10.146   2.282   0.139   2.422  15.880
2017 191 54090   4208830.041   2334850.529   4171267.368      9.882   2.282   0.139   2.422  15.886
